muleID,startTime,endTime,numberOfRuns,filesRead,dataVolume,documentCalls,loadDuration,getResultDuration
333,1734094376488,1734094560593,18,2326,2722500,3486,114655,68049
334,1734094376489,1734094560741,18,2250,2610489,3372,115146,67538
335,1734094376489,1734094560824,17,2192,2564209,3285,115673,66647
336,1734094376490,1734094560801,18,2252,2613437,3375,115764,66972
337,1734094376490,1734094560791,18,2262,2628176,3390,115636,67406
338,1734094376490,1734094560761,19,2376,2756990,3561,116501,65976
339,1734094376490,1734094560758,19,2374,2754042,3558,116680,66066
340,1734094376491,1734094560751,20,2482,2898353,3720,114932,68152
341,1734094376491,1734094560759,20,2486,2899295,3726,114403,68255
342,1734094376491,1734094560832,20,2480,2897882,3717,114793,67854
343,1734094376491,1734094560754,19,2414,2812996,3618,115432,67238
344,1734094376493,1734094560814,18,2308,2695971,3459,115533,67322
345,1734094376493,1734094560841,18,2244,2601646,3363,115278,67119
346,1734094376493,1734094560834,18,2212,2591203,3315,115257,66553
347,1734094376494,1734094560746,18,2248,2607542,3369,116423,66511
348,1734094376498,1734094560794,17,2186,2555365,3276,116876,65756
349,1734094376500,1734094560823,18,2272,2642915,3405,115012,68150
350,1734094376523,1734094560799,18,2316,2707761,3471,113871,68674
351,1734094376523,1734094560870,18,2268,2637019,3399,114750,68235
352,1734094376524,1734094560815,18,2244,2601646,3363,115832,67468
353,1734094376523,1734094560669,18,2276,2648810,3411,114544,68141
354,1734094376524,1734094560841,18,2286,2663547,3426,115615,67427
355,1734094376524,1734094560647,18,2262,2628176,3390,115882,66903
356,1734094376524,1734094560598,17,2196,2570104,3291,116809,65754
357,1734094376524,1734094560652,17,2192,2564209,3285,116074,66783
358,1734094376524,1734094560755,19,2402,2795311,3600,115875,66740
359,1734094376524,1734094560758,19,2414,2812996,3618,116535,66332
360,1734094376524,1734094560762,19,2452,2869001,3675,115366,67217
361,1734094376524,1734094560754,19,2456,2874896,3681,115497,67158
362,1734094376524,1734094560597,20,2474,2896466,3708,115394,67701
363,1734094376524,1734094560755,20,2482,2898353,3720,115392,67571
364,1734094376524,1734094560825,18,2274,2645862,3408,114676,67949
365,1734094376525,1734094560793,17,2198,2573052,3294,116765,65381
366,1734094376524,1734094560771,18,2240,2598265,3360,115863,66686
367,1734094376525,1734094560794,18,2286,2663547,3426,115788,67002
368,1734094376525,1734094560650,18,2282,2657653,3420,114959,68367
369,1734094376525,1734094560770,17,2160,2517045,3237,116932,65543
370,1734094376532,1734094560650,18,2264,2631124,3393,116330,66526
371,1734094376525,1734094560824,18,2232,2595915,3345,115929,66780
372,1734094376534,1734094560767,18,2280,2654705,3417,115544,67065
373,1734094376534,1734094560826,18,2262,2628176,3390,114670,68169
374,1734094376533,1734094560599,18,2260,2625228,3387,115286,67464
375,1734094376531,1734094560594,18,2270,2639967,3402,116155,66761
376,1734094376536,1734094560803,17,2192,2564209,3285,116483,66097
377,1734094376533,1734094560834,18,2240,2597796,3357,115312,67486
378,1734094376534,1734094560670,19,2426,2830680,3636,116217,66589
379,1734094376533,1734094560598,19,2442,2854262,3660,114810,67617
380,1734094376534,1734094560802,19,2376,2756990,3561,116777,66013
381,1734094376533,1734094560695,19,2410,2807101,3612,116526,66432
382,1734094376533,1734094560823,19,2450,2866053,3672,116128,66706
383,1734094376533,1734094560748,19,2418,2818890,3624,115675,67009
384,1734094376536,1734094560832,18,2312,2701866,3465,113526,69067
385,1734094376536,1734094560838,18,2214,2591674,3318,116396,65800
386,1734094376536,1734094560815,18,2250,2610489,3372,115325,67332
387,1734094376535,1734094560829,17,2206,2584839,3306,115707,65698
388,1734094376536,1734094560767,17,2200,2575999,3297,115922,66415
389,1734094376536,1734094560636,17,2176,2540627,3261,116349,65593
390,1734094376536,1734094560670,18,2232,2595915,3345,116044,66963
391,1734094376536,1734094560814,18,2238,2597326,3354,115454,67143
392,1734094376536,1734094560768,18,2284,2660600,3423,115318,67312
393,1734094376536,1734094560855,18,2276,2648810,3411,114975,67854
394,1734094376537,1734094560803,17,2186,2555365,3276,116861,65875
395,1734094376538,1734094560650,17,2176,2540627,3261,116418,65797
396,1734094376537,1734094560837,18,2238,2597326,3354,115432,67182
397,1734094376538,1734094560598,17,2168,2528836,3249,117012,65514
398,1734094376538,1734094560764,19,2358,2747370,3534,116623,65641
399,1734094376538,1734094560767,20,2472,2895995,3705,115169,67808
400,1734094376538,1734094560646,19,2376,2756990,3561,116710,65813
401,1734094376538,1734094560646,19,2398,2789415,3594,116403,66189
402,1734094376538,1734094560759,18,2322,2716605,3480,116968,65607
403,1734094376538,1734094560645,19,2358,2747370,3534,115817,66309
404,1734094376539,1734094560822,18,2244,2601646,3363,116439,66807
405,1734094376539,1734094560768,18,2236,2596855,3351,115237,67364
406,1734094376539,1734094560759,18,2294,2675337,3438,115076,67700
407,1734094376539,1734094560652,18,2220,2593090,3327,116840,66116
408,1734094376539,1734094560822,18,2250,2610489,3372,114978,67807
409,1734094376540,1734094560832,18,2264,2631124,3393,115677,67409
410,1734094376539,1734094560657,18,2300,2684180,3447,114586,68235
411,1734094376539,1734094560807,18,2286,2663547,3426,114377,68098
412,1734094376541,1734094560853,18,2244,2601646,3363,115545,66985
413,1734094376540,1734094560809,18,2302,2687128,3450,114366,68328
414,1734094376542,1734094560655,17,2192,2564209,3285,116659,66085
415,1734094376540,1734094560675,18,2214,2591674,3318,116360,66320
416,1734094376541,1734094560593,18,2280,2654705,3417,114677,67594
417,1734094376539,1734094560800,18,2250,2610489,3372,115823,67076
418,1734094376542,1734094560799,19,2440,2851314,3657,116138,66850
419,1734094376541,1734094560643,19,2454,2871949,3678,115103,67450
420,1734094376540,1734094560643,19,2420,2821837,3627,115631,67259
421,1734094376541,1734094560753,19,2470,2895524,3702,115404,67372
422,1734094376540,1734094560635,19,2404,2798258,3603,116171,66277
423,1734094376540,1734094560753,19,2430,2836576,3642,115347,67147
424,1734094376540,1734094560658,18,2262,2628176,3390,115575,67137
425,1734094376540,1734094560817,18,2290,2669441,3432,115617,67216
426,1734094376541,1734094560798,18,2294,2675337,3438,114044,68357
427,1734094376541,1734094560651,17,2188,2558313,3279,117300,65339
428,1734094376540,1734094560824,18,2234,2596385,3348,114921,66861
429,1734094376541,1734094560834,18,2286,2663547,3426,115952,66960
430,1734094376548,1734094560829,18,2274,2645862,3408,115244,67752
431,1734094376541,1734094560655,18,2286,2663547,3426,114989,67899
432,1734094376540,1734094560814,18,2300,2684180,3447,115090,67576
433,1734094376548,1734094560745,18,2216,2592146,3321,116610,65896
434,1734094376540,1734094560832,17,2182,2549470,3270,117304,65243
435,1734094376541,1734094560813,17,2156,2511151,3231,116771,65424
436,1734094376548,1734094560816,17,2206,2584839,3306,116816,65985
437,1734094376548,1734094560830,17,2188,2558313,3279,117626,65280
438,1734094376545,1734094560670,19,2404,2798258,3603,115651,66929
439,1734094376545,1734094560832,19,2412,2810049,3615,115944,66477
440,1734094376545,1734094560657,19,2382,2765833,3570,116136,66030
441,1734094376545,1734094560644,19,2384,2768781,3573,115493,66745
442,1734094376541,1734094560750,19,2396,2786467,3591,117002,66018
443,1734094376544,1734094560822,20,2482,2898353,3720,115409,67189
444,1734094376544,1734094560822,18,2254,2616385,3378,115612,67097
445,1734094376541,1734094560675,18,2284,2660600,3423,114955,68214
446,1734094376544,1734094560839,19,2366,2749251,3546,113005,69109
447,1734094376544,1734094560834,17,2186,2555365,3276,116079,65749
448,1734094376544,1734094560800,18,2292,2672389,3435,114914,67693
449,1734094376550,1734094560657,18,2240,2597796,3357,116025,66781
450,1734094376544,1734094560649,18,2286,2663547,3426,114997,67707
451,1734094376544,1734094560810,18,2290,2669441,3432,115233,67642
452,1734094376543,1734094560809,18,2308,2695971,3459,114223,68687
453,1734094376544,1734094560814,18,2274,2645862,3408,115714,67192
454,1734094376563,1734094560834,18,2232,2595915,3345,115664,67385
455,1734094376541,1734094560683,17,2184,2552418,3273,117367,65638
456,1734094376543,1734094560829,18,2254,2616385,3378,115780,67095
457,1734094376542,1734094560830,17,2192,2564209,3285,116489,65751
458,1734094376542,1734094560756,19,2416,2815943,3621,115506,66967
459,1734094376542,1734094560760,19,2396,2786467,3591,116434,66263
460,1734094376542,1734094560599,19,2348,2745014,3519,115633,66294
461,1734094376588,1734094560810,19,2398,2789415,3594,115994,66079
462,1734094376568,1734094560637,19,2374,2754042,3558,116858,65968
463,1734094376565,1734094560841,19,2462,2883738,3690,114812,67874
464,1734094376566,1734094560766,18,2274,2645862,3408,115717,67055
465,1734094376567,1734094560689,18,2238,2597326,3354,114633,67786
466,1734094376567,1734094560841,18,2222,2593561,3330,117042,65605
467,1734094376565,1734094560655,17,2196,2570104,3291,116457,66219
468,1734094376565,1734094560649,17,2194,2567157,3288,116761,65678
469,1734094376565,1734094560599,18,2220,2593090,3327,116481,66226
470,1734094376543,1734094560804,18,2308,2695971,3459,115272,67406
471,1734094376543,1734094560798,18,2302,2687128,3450,114987,68042
472,1734094376564,1734094560815,18,2250,2610489,3372,115076,66746
473,1734094376565,1734094560817,17,2206,2584839,3306,116724,65937
474,1734094376543,1734094560835,18,2244,2601646,3363,116054,66644
475,1734094376564,1734094560659,18,2212,2591203,3315,116227,66225
476,1734094376563,1734094560789,17,2174,2537680,3258,116059,66287
477,1734094376563,1734094560775,17,2196,2570104,3291,117017,65521
478,1734094376558,1734094560763,19,2404,2798258,3603,116279,66306
479,1734094376543,1734094560756,19,2434,2842472,3648,115907,66826
480,1734094376543,1734094560595,19,2352,2745957,3525,116077,66337
481,1734094376558,1734094560835,19,2452,2869001,3675,115377,67601
482,1734094376557,1734094560800,19,2404,2798258,3603,115827,66785
483,1734094376543,1734094560759,19,2376,2756990,3561,116076,66185
484,1734094376543,1734094560849,18,2262,2628176,3390,116311,66382
485,1734094376557,1734094560827,18,2320,2713657,3477,115159,67536
486,1734094376544,1734094560832,18,2270,2639967,3402,114519,68301
487,1734094376552,1734094560768,17,2166,2525888,3246,116479,65638
488,1734094376551,1734094560851,18,2234,2596385,3348,116407,66208
489,1734094376544,1734094560860,17,2180,2546522,3267,116789,65637
490,1734094376553,1734094560876,18,2240,2598265,3360,115921,66379
491,1734094376554,1734094560838,18,2326,2722500,3486,114336,68057
492,1734094376552,1734094560768,18,2218,2592618,3324,115548,67124
493,1734094376551,1734094560682,18,2280,2654705,3417,114748,68056
494,1734094376550,1734094560640,17,2174,2537680,3258,117521,64959
495,1734094376544,1734094560827,18,2214,2591674,3318,116126,66580
496,1734094376550,1734094560836,17,2190,2561261,3282,116304,66611
497,1734094376544,1734094560820,17,2208,2587786,3309,116127,66468
498,1734094376544,1734094560827,20,2476,2896938,3711,115241,67692
499,1734094376544,1734094560838,19,2470,2895524,3702,115425,67519
500,1734094376577,1734094560829,19,2376,2756990,3561,115901,66362
501,1734094376546,1734094560754,19,2464,2886685,3693,114791,67822
502,1734094376545,1734094560647,19,2404,2798258,3603,115624,66786
503,1734094376545,1734094560647,19,2410,2807101,3612,115411,67161
504,1734094376545,1734094560675,17,2210,2590732,3312,116210,66083
505,1734094376548,1734094560828,18,2256,2619333,3381,115723,67178
506,1734094376550,1734094560661,18,2298,2681232,3444,113803,68616
507,1734094376547,1734094560743,17,2188,2558313,3279,116391,65405
508,1734094376548,1734094560842,18,2218,2592618,3324,116512,66122
509,1734094376550,1734094560773,17,2208,2587786,3309,116121,66440
510,1734094376578,1734094560837,18,2256,2619333,3381,116026,66765
511,1734094376558,1734094560842,18,2276,2648810,3411,115338,67275
512,1734094376549,1734094560815,18,2250,2610489,3372,115260,67107
513,1734094376576,1734094560852,18,2292,2672389,3435,114882,67970
514,1734094376550,1734094560764,18,2216,2592146,3321,116390,66428
515,1734094376550,1734094560826,18,2268,2637019,3399,115136,67458
516,1734094376579,1734094560823,17,2206,2584839,3306,115635,66175
517,1734094376548,1734094560635,17,2196,2570104,3291,117229,65407
518,1734094376579,1734094560810,19,2390,2777624,3582,115179,67078
519,1734094376551,1734094560802,19,2388,2774677,3579,116806,65804
520,1734094376550,1734094560754,19,2370,2750192,3552,116414,65994
521,1734094376551,1734094560758,19,2408,2804153,3609,115897,66455
522,1734094376576,1734094560759,19,2388,2774677,3579,116989,65654
523,1734094376578,1734094560766,19,2366,2749251,3546,115984,66386
524,1734094376577,1734094560841,18,2236,2596855,3351,115609,66860
525,1734094376551,1734094560635,18,2288,2666494,3429,115837,66993
526,1734094376552,1734094560768,18,2230,2595445,3342,115421,67395
527,1734094376551,1734094560841,17,2192,2564209,3285,116297,65861
528,1734094376576,1734094560834,18,2224,2594033,3333,115574,66915
529,1734094376551,1734094560651,18,2284,2660600,3423,114630,67643
530,1734094376553,1734094560829,18,2296,2678284,3441,115033,67750
531,1734094376553,1734094560652,18,2300,2684180,3447,114639,67594
532,1734094376579,1734094560815,18,2276,2648810,3411,114531,68034
533,1734094376573,1734094560767,18,2240,2598265,3360,115336,66696
534,1734094376576,1734094560811,17,2196,2570104,3291,115944,66767
535,1734094376573,1734094560862,18,2212,2591203,3315,117185,65778
536,1734094376554,1734094560599,18,2236,2596855,3351,114550,67773
537,1734094376582,1734094560597,17,2200,2575999,3297,115530,65857
538,1734094376555,1734094560835,19,2446,2860157,3666,115521,66971
539,1734094376572,1734094560754,19,2416,2815943,3621,115157,67543
540,1734094376572,1734094560658,19,2426,2830680,3636,115896,66676
541,1734094376572,1734094560756,19,2462,2883738,3690,115498,67367
542,1734094376555,1734094560773,19,2418,2818890,3624,115711,66754
543,1734094376555,1734094560819,19,2398,2789415,3594,116540,66166
544,1734094376557,1734094560652,18,2278,2651757,3414,114600,67543
545,1734094376572,1734094560652,18,2272,2642915,3405,114924,67309
546,1734094376557,1734094560594,18,2228,2594974,3339,116798,65909
547,1734094376558,1734094560670,17,2206,2584839,3306,115889,66325
548,1734094376562,1734094560824,17,2196,2570104,3291,116997,65874
549,1734094376572,1734094560832,18,2256,2619333,3381,115311,67300
550,1734094376572,1734094560596,17,2202,2578946,3300,116315,66182
551,1734094376571,1734094560834,18,2236,2596855,3351,115538,67106
552,1734094376571,1734094560825,18,2256,2619333,3381,115393,67212
553,1734094376570,1734094560751,18,2214,2591674,3318,117168,65459
554,1734094376570,1734094560653,18,2252,2613437,3375,115880,66509
555,1734094376564,1734094560640,19,2462,2883738,3690,115158,67520
556,1734094376564,1734094560683,19,2392,2780572,3585,116548,66146
557,1734094376564,1734094560755,19,2426,2830680,3636,116027,66860
558,1734094376569,1734094560644,19,2396,2786467,3591,116020,66694
559,1734094376568,1734094560644,19,2414,2812996,3618,115478,67004
560,1734094376564,1734094560814,19,2400,2792363,3597,115906,66772
561,1734094376568,1734094560815,18,2250,2610489,3372,114864,67667
562,1734094376564,1734094560819,18,2296,2678284,3441,115264,67308
563,1734094376584,1734094560811,18,2238,2597326,3354,115949,66636
564,1734094376568,1734094560842,17,2164,2522941,3243,117153,65202
565,1734094376568,1734094560824,17,2202,2578946,3300,116839,66016
566,1734094376568,1734094560835,17,2198,2573052,3294,116272,66218
567,1734094376567,1734094560838,17,2208,2587786,3309,115051,65812
568,1734094376565,1734094560815,18,2282,2657653,3420,114931,67793
569,1734094376588,1734094560818,18,2300,2684180,3447,114678,68000
570,1734094376567,1734094560677,18,2294,2675337,3438,114653,67832
571,1734094376565,1734094560838,17,2156,2511151,3231,117167,65121
572,1734094376586,1734094560838,17,2170,2531784,3252,116841,65605
573,1734094376566,1734094560834,18,2218,2592618,3324,116105,66485
574,1734094376566,1734094560830,18,2240,2597796,3357,116012,66909
575,1734094376566,1734094560756,19,2364,2748781,3543,116017,66321
576,1734094376567,1734094560635,19,2446,2860157,3666,114551,67753
577,1734094376567,1734094560651,19,2408,2804153,3609,115193,67318
578,1734094376567,1734094560830,18,2312,2701866,3465,116332,66224
579,1734094376566,1734094560802,19,2368,2749722,3549,117058,65366
580,1734094376587,1734094560801,19,2374,2754042,3558,115768,66735
581,1734094376567,1734094560670,18,2240,2597796,3357,116102,66732
582,1734094376567,1734094560764,18,2290,2669441,3432,115330,67252
583,1734094376587,1734094560809,18,2250,2610489,3372,115756,67029
584,1734094376587,1734094560768,17,2200,2575999,3297,115951,66867
585,1734094376587,1734094560839,18,2244,2601646,3363,115545,66965
586,1734094376567,1734094560827,17,2162,2519993,3240,117416,65155
587,1734094376587,1734094560764,18,2324,2719553,3483,114943,67661
588,1734094376588,1734094560640,18,2270,2639967,3402,114314,68115
589,1734094376567,1734094560828,18,2294,2675337,3438,115542,67594
590,1734094376585,1734094560816,18,2250,2610489,3372,115363,67143
591,1734094376585,1734094560836,18,2216,2592146,3321,115215,66948
592,1734094376568,1734094560647,17,2182,2549470,3270,116430,65877
593,1734094376568,1734094560648,17,2160,2517045,3237,115796,66766
594,1734094376568,1734094560850,17,2194,2567157,3288,114955,66529
595,1734094376570,1734094560638,19,2388,2774677,3579,115721,66378
596,1734094376584,1734094560751,19,2404,2798258,3603,115797,66831
597,1734094376584,1734094560757,19,2380,2762885,3567,115878,66646
598,1734094376568,1734094560823,19,2434,2842472,3648,115963,66414
599,1734094376568,1734094560839,19,2396,2786467,3591,116250,66392
600,1734094376569,1734094560646,19,2446,2860157,3666,115286,67326
601,1734094376591,1734094560828,18,2290,2669441,3432,114226,68350
602,1734094376569,1734094560764,18,2252,2613437,3375,114773,67353
603,1734094376593,1734094560823,18,2282,2657653,3420,114607,67944
604,1734094376569,1734094560642,17,2178,2543575,3264,116102,65531
605,1734094376583,1734094560824,17,2180,2546522,3267,116315,66033
606,1734094376583,1734094560829,18,2236,2596855,3351,115882,66842
607,1734094376571,1734094560644,18,2218,2592618,3324,116940,65631
608,1734094376571,1734094560837,18,2246,2604594,3366,115293,66435
609,1734094376594,1734094560635,18,2292,2672389,3435,114931,67549
610,1734094376595,1734094560761,17,2210,2590732,3312,116022,66616
611,1734094376571,1734094560835,17,2188,2558313,3279,116468,65909
612,1734094376593,1734094560828,17,2178,2543575,3264,116386,65790
613,1734094376583,1734094560834,17,2180,2546522,3267,114591,65828
614,1734094376571,1734094560598,17,2166,2525888,3246,116125,66168
615,1734094376571,1734094560766,20,2496,2901647,3741,115290,67130
616,1734094376571,1734094560758,19,2374,2754042,3558,115517,66825
617,1734094376571,1734094560597,19,2422,2824785,3630,116086,66400
618,1734094376583,1734094560760,19,2460,2880791,3687,115193,67318
619,1734094376571,1734094560657,19,2396,2786467,3591,116467,66028
620,1734094376572,1734094560640,19,2398,2789415,3594,116010,66703
621,1734094376572,1734094560798,18,2234,2596385,3348,115387,66814
622,1734094376583,1734094560799,18,2246,2604594,3366,114927,67587
623,1734094376572,1734094560831,18,2324,2719553,3483,113435,69208
624,1734094376582,1734094560598,17,2196,2570104,3291,117053,65663
625,1734094376572,1734094560800,18,2238,2597326,3354,115235,66868
626,1734094376582,1734094560652,17,2158,2514098,3234,116694,65671
627,1734094376595,1734094560763,18,2258,2622281,3384,115354,67401
628,1734094376574,1734094560653,18,2258,2622281,3384,115070,67167
629,1734094376576,1734094560818,18,2238,2597326,3354,114954,67047
630,1734094376582,1734094560818,18,2298,2681232,3444,114295,68554
631,1734094376582,1734094560597,17,2176,2540627,3261,115139,65959
632,1734094376581,1734094560594,17,2208,2587786,3309,116292,65971
633,1734094376596,1734094560820,17,2172,2534732,3255,116890,65319
634,1734094376580,1734094560829,17,2174,2537680,3258,117873,64742
635,1734094376580,1734094560752,19,2464,2886685,3693,115062,67638
636,1734094376577,1734094560762,19,2448,2863105,3669,115368,67217
637,1734094376598,1734094560754,19,2380,2762885,3567,115661,66458
638,1734094376576,1734094560751,19,2388,2774677,3579,116098,66336
639,1734094376579,1734094560756,19,2366,2749251,3546,115724,66648
640,1734094376577,1734094560814,19,2376,2756990,3561,115496,66821
641,1734094376579,1734094560596,18,2224,2594033,3333,114531,66703
642,1734094376598,1734094560671,18,2226,2594503,3336,115444,66305
643,1734094376578,1734094560767,18,2296,2678284,3441,114305,68059
644,1734094376598,1734094560657,18,2230,2595445,3342,114871,67038
645,1734094376579,1734094560836,17,2172,2534732,3255,116781,65835
646,1734094376579,1734094560766,18,2228,2594974,3339,116779,65887
647,1734094376580,1734094560836,18,2236,2596855,3351,114786,67315
648,1734094376580,1734094560818,18,2256,2619333,3381,114945,67557
649,1734094376597,1734094560639,18,2308,2695971,3459,114637,67870
650,1734094376597,1734094560766,18,2222,2593561,3330,116160,66139
651,1734094376597,1734094560767,18,2232,2595915,3345,115264,66934
652,1734094376596,1734094560831,17,2206,2584839,3306,116177,65628
653,1734094376597,1734094560680,17,2196,2570104,3291,116139,66269
654,1734094376581,1734094560834,17,2188,2558313,3279,117225,64884
655,1734094376596,1734094560824,19,2384,2768781,3573,116517,65673
656,1734094376596,1734094560758,19,2376,2756990,3561,116328,66019
657,1734094376596,1734094560636,18,2314,2704814,3468,115907,66330
658,1734094376581,1734094560834,19,2418,2818890,3624,116005,66388
659,1734094376596,1734094560639,19,2388,2774677,3579,116255,66141
660,1734094376581,1734094560755,19,2388,2774677,3579,116653,65978
661,1734094376596,1734094560752,18,2238,2597326,3354,115497,66711
662,1734094376581,1734094560804,18,2244,2601646,3363,115577,66905
663,1734094376582,1734094560799,18,2292,2672389,3435,115107,67716
664,1734094376595,1734094560683,17,2162,2519993,3240,118117,64657
665,1734094376582,1734094560851,17,2198,2573052,3294,116638,65737
